pH,TDS,Turbidity,Temperature,Skin_Risk,Is_Potable
5.4,967,8.68,33.7,Acidic Irritant Contact Dermatitis,0
8.03,603,11.43,19.6,Severe Xerosis (Dry Skin Risk),0
8.23,822,0.14,22.3,Severe Xerosis (Dry Skin Risk),0
4.99,524,5.29,20.7,Acidic Irritant Contact Dermatitis,0
4.4,1147,10.41,31.3,Acidic Irritant Contact Dermatitis,0
9.07,623,14.47,28.6,Eczema / Skin Barrier Damage,0
6.99,275,3.57,38.4,Safe (No Skin Risk),1
4.38,95,10.98,40.7,Acidic Irritant Contact Dermatitis,0
10.47,399,14.32,25.9,Eczema / Skin Barrier Damage,0
4.38,149,8.95,28.7,Acidic Irritant Contact Dermatitis,0
8.52,231,0.64,41.2,Eczema / Skin Barrier Damage,0
10.39,943,9.04,22.5,Eczema / Skin Barrier Damage,0
5.55,1156,6.0,36.4,Safe (No Skin Risk),0
4.92,901,18.6,21.1,Acidic Irritant Contact Dermatitis,0
4.79,607,2.58,33.4,Acidic Irritant Contact Dermatitis,0
5.97,1123,13.08,21.8,Bacterial / Fungal Infection Risk,0
4.66,689,1.15,38.9,Acidic Irritant Contact Dermatitis,0
8.5,78,8.98,30.2,Safe (No Skin Risk),0
4.4,1112,11.12,20.0,Acidic Irritant Contact Dermatitis,0
7.31,676,6.03,21.1,Safe (No Skin Risk),0
10.48,1076,9.16,28.3,Eczema / Skin Barrier Damage,0
9.29,75,3.35,41.0,Eczema / Skin Barrier Damage,0
8.0,140,6.15,35.8,Safe (No Skin Risk),0
5.99,1149,12.46,28.2,Bacterial / Fungal Infection Risk,0
8.06,205,6.11,24.1,Safe (No Skin Risk),0
7.43,422,18.0,29.8,Bacterial / Fungal Infection Risk,0
6.77,829,12.61,35.2,Pseudomonas Folliculitis (Hot Tub Rash),0
4.85,70,8.83,36.2,Acidic Irritant Contact Dermatitis,0
9.76,50,0.87,23.8,Eczema / Skin Barrier Damage,0
6.92,135,10.04,34.5,Pseudomonas Folliculitis (Hot Tub Rash),0
5.27,492,15.32,32.8,Acidic Irritant Contact Dermatitis,0
6.39,231,5.38,40.9,Safe (No Skin Risk),0
6.69,525,16.15,40.1,Pseudomonas Folliculitis (Hot Tub Rash),0
9.38,1191,5.11,36.3,Eczema / Skin Barrier Damage,0
8.77,277,16.49,34.5,Eczema / Skin Barrier Damage,0
9.0,1175,1.8,22.4,Eczema / Skin Barrier Damage,0
4.07,1128,17.34,37.8,Acidic Irritant Contact Dermatitis,0
6.71,774,10.03,26.5,Bacterial / Fungal Infection Risk,0
7.13,1030,6.0,22.4,Safe (No Skin Risk),0
4.12,864,5.38,25.4,Acidic Irritant Contact Dermatitis,0
5.69,145,8.7,37.6,Safe (No Skin Risk),0
8.94,220,19.98,19.0,Eczema / Skin Barrier Damage,0
4.89,223,4.48,27.3,Acidic Irritant Contact Dermatitis,0
7.48,265,2.15,28.3,Safe (No Skin Risk),1
5.4,816,11.74,16.0,Acidic Irritant Contact Dermatitis,0
4.08,829,9.82,20.3,Acidic Irritant Contact Dermatitis,0
5.57,1152,10.53,37.3,Pseudomonas Folliculitis (Hot Tub Rash),0
10.34,727,13.37,37.4,Eczema / Skin Barrier Damage,0
9.21,569,5.42,22.9,Eczema / Skin Barrier Damage,0
10.24,1011,18.22,38.6,Eczema / Skin Barrier Damage,0
7.17,975,8.77,35.8,Safe (No Skin Risk),0
4.71,145,2.67,26.3,Acidic Irritant Contact Dermatitis,0
7.56,870,14.87,35.2,Pseudomonas Folliculitis (Hot Tub Rash),0
6.95,718,12.9,41.0,Pseudomonas Folliculitis (Hot Tub Rash),0
9.49,888,6.38,27.4,Eczema / Skin Barrier Damage,0
4.64,1095,12.47,21.4,Acidic Irritant Contact Dermatitis,0
7.17,432,4.48,40.4,Safe (No Skin Risk),1
4.98,79,8.95,31.3,Acidic Irritant Contact Dermatitis,0
6.11,699,18.0,17.8,Bacterial / Fungal Infection Risk,0
8.79,1020,2.76,30.5,Eczema / Skin Barrier Damage,0
7.09,1145,7.8,28.5,Safe (No Skin Risk),0
6.44,884,16.44,38.1,Pseudomonas Folliculitis (Hot Tub Rash),0
6.56,240,19.39,29.3,Bacterial / Fungal Infection Risk,0
6.99,486,9.13,21.9,Safe (No Skin Risk),0
9.1,1101,10.19,33.2,Eczema / Skin Barrier Damage,0
9.8,483,11.49,29.6,Eczema / Skin Barrier Damage,0
10.21,800,18.65,21.3,Eczema / Skin Barrier Damage,0
9.11,266,17.18,30.5,Eczema / Skin Barrier Damage,0
6.05,87,3.49,37.2,Safe (No Skin Risk),0
8.47,1081,8.79,15.8,Severe Xerosis (Dry Skin Risk),0
6.84,951,9.33,32.0,Safe (No Skin Risk),0
5.66,226,15.8,24.4,Bacterial / Fungal Infection Risk,0
9.47,384,12.1,22.9,Eczema / Skin Barrier Damage,0
4.25,263,13.12,25.6,Acidic Irritant Contact Dermatitis,0
9.86,869,19.96,24.2,Eczema / Skin Barrier Damage,0
7.0,527,1.59,37.5,Safe (No Skin Risk),0
8.14,916,4.54,22.4,Severe Xerosis (Dry Skin Risk),0
8.29,888,8.22,34.8,Severe Xerosis (Dry Skin Risk),0
9.82,1018,7.02,17.5,Eczema / Skin Barrier Damage,0
8.14,1056,0.53,40.7,Severe Xerosis (Dry Skin Risk),0
7.99,227,1.93,31.8,Safe (No Skin Risk),1
4.43,309,13.65,34.1,Acidic Irritant Contact Dermatitis,0
7.37,349,17.6,23.0,Bacterial / Fungal Infection Risk,0
4.98,1195,10.33,26.1,Acidic Irritant Contact Dermatitis,0
8.79,1135,10.83,21.0,Eczema / Skin Barrier Damage,0
7.33,884,5.18,40.2,Safe (No Skin Risk),0
8.42,525,15.38,28.2,Bacterial / Fungal Infection Risk,0
4.27,159,15.06,32.0,Acidic Irritant Contact Dermatitis,0
4.55,259,11.81,34.8,Acidic Irritant Contact Dermatitis,0
8.66,92,4.33,25.0,Eczema / Skin Barrier Damage,0
4.47,797,2.03,34.4,Acidic Irritant Contact Dermatitis,0
4.46,777,1.38,33.3,Acidic Irritant Contact Dermatitis,0
4.08,759,11.89,34.1,Acidic Irritant Contact Dermatitis,0
10.22,445,16.52,28.2,Eczema / Skin Barrier Damage,0
8.79,647,17.18,25.3,Eczema / Skin Barrier Damage,0
6.3,1060,9.33,21.0,Safe (No Skin Risk),0
5.93,461,15.71,37.3,Pseudomonas Folliculitis (Hot Tub Rash),0
6.27,751,18.94,31.4,Bacterial / Fungal Infection Risk,0
9.04,286,5.58,27.0,Eczema / Skin Barrier Damage,0
8.3,111,8.02,40.5,Safe (No Skin Risk),0
5.2,224,18.64,16.3,Acidic Irritant Contact Dermatitis,0
5.13,45,6.83,38.0,Acidic Irritant Contact Dermatitis,0
4.64,945,18.29,41.9,Acidic Irritant Contact Dermatitis,0
8.29,426,19.62,38.9,Pseudomonas Folliculitis (Hot Tub Rash),0
8.97,738,13.27,36.9,Eczema / Skin Barrier Damage,0
5.72,1139,16.36,25.1,Bacterial / Fungal Infection Risk,0
4.14,866,15.02,21.2,Acidic Irritant Contact Dermatitis,0
4.53,388,14.02,34.8,Acidic Irritant Contact Dermatitis,0
10.29,347,6.21,23.2,Eczema / Skin Barrier Damage,0
5.92,1190,1.24,19.8,Safe (No Skin Risk),0
9.0,326,6.93,36.2,Eczema / Skin Barrier Damage,0
8.06,805,13.37,23.4,Severe Xerosis (Dry Skin Risk),0
6.48,764,2.14,39.7,Safe (No Skin Risk),0
5.34,801,0.34,37.7,Acidic Irritant Contact Dermatitis,0
4.79,422,2.88,37.9,Acidic Irritant Contact Dermatitis,0
8.0,427,14.34,35.8,Pseudomonas Folliculitis (Hot Tub Rash),0
9.04,564,19.46,38.8,Eczema / Skin Barrier Damage,0
8.19,678,19.66,36.8,Severe Xerosis (Dry Skin Risk),0
7.45,977,9.93,31.3,Safe (No Skin Risk),0
4.27,315,17.4,23.0,Acidic Irritant Contact Dermatitis,0
10.3,539,14.76,39.0,Eczema / Skin Barrier Damage,0
9.19,756,10.07,37.7,Eczema / Skin Barrier Damage,0
5.9,376,11.5,27.8,Bacterial / Fungal Infection Risk,0
10.37,971,2.83,16.1,Eczema / Skin Barrier Damage,0
7.91,520,18.76,32.2,Pseudomonas Folliculitis (Hot Tub Rash),0
7.79,950,7.1,16.4,Safe (No Skin Risk),0
8.86,1121,8.98,40.0,Eczema / Skin Barrier Damage,0
9.28,148,13.47,41.0,Eczema / Skin Barrier Damage,0
8.27,367,6.74,20.1,Safe (No Skin Risk),0
4.83,354,5.16,33.3,Acidic Irritant Contact Dermatitis,0
6.2,1174,12.66,17.5,Bacterial / Fungal Infection Risk,0
10.03,738,0.6,34.7,Eczema / Skin Barrier Damage,0
5.46,820,14.44,24.4,Acidic Irritant Contact Dermatitis,0
6.42,195,10.33,33.4,Pseudomonas Folliculitis (Hot Tub Rash),0
6.81,926,12.15,25.1,Bacterial / Fungal Infection Risk,0
6.86,1065,12.67,18.9,Bacterial / Fungal Infection Risk,0
7.98,797,10.59,26.0,Bacterial / Fungal Infection Risk,0
10.13,761,11.69,18.0,Eczema / Skin Barrier Damage,0
5.56,952,13.71,30.6,Bacterial / Fungal Infection Risk,0
4.79,910,15.09,16.1,Acidic Irritant Contact Dermatitis,0
5.28,52,14.58,29.2,Acidic Irritant Contact Dermatitis,0
9.77,647,17.41,38.9,Eczema / Skin Barrier Damage,0
8.2,537,3.87,37.6,Safe (No Skin Risk),0
5.86,277,8.08,38.8,Safe (No Skin Risk),0
9.3,1157,18.96,39.9,Eczema / Skin Barrier Damage,0
9.6,820,7.99,17.8,Eczema / Skin Barrier Damage,0
9.5,645,2.58,18.5,Eczema / Skin Barrier Damage,0
9.97,700,10.56,30.0,Eczema / Skin Barrier Damage,0
5.64,888,2.28,39.1,Safe (No Skin Risk),0
8.91,975,4.14,41.3,Eczema / Skin Barrier Damage,0
6.99,667,19.97,16.2,Bacterial / Fungal Infection Risk,0
9.47,182,10.87,24.6,Eczema / Skin Barrier Damage,0
8.74,753,5.75,20.7,Eczema / Skin Barrier Damage,0
9.05,518,19.9,35.4,Eczema / Skin Barrier Damage,0
8.27,604,19.33,32.3,Severe Xerosis (Dry Skin Risk),0
5.15,510,8.87,18.2,Acidic Irritant Contact Dermatitis,0
7.54,423,5.28,28.1,Safe (No Skin Risk),0
10.4,965,16.78,33.5,Eczema / Skin Barrier Damage,0
10.09,456,14.34,36.0,Eczema / Skin Barrier Damage,0
4.28,347,13.77,15.5,Acidic Irritant Contact Dermatitis,0
5.07,688,17.87,39.0,Acidic Irritant Contact Dermatitis,0
4.86,1064,13.82,30.4,Acidic Irritant Contact Dermatitis,0
8.72,1107,5.75,36.9,Eczema / Skin Barrier Damage,0
9.32,778,13.91,36.8,Eczema / Skin Barrier Damage,0
5.39,1161,6.19,20.1,Acidic Irritant Contact Dermatitis,0
7.29,179,15.21,18.0,Bacterial / Fungal Infection Risk,0
9.46,1013,12.43,34.5,Eczema / Skin Barrier Damage,0
8.76,1056,1.64,19.2,Eczema / Skin Barrier Damage,0
7.52,992,10.31,37.9,Pseudomonas Folliculitis (Hot Tub Rash),0
7.84,943,6.93,34.6,Safe (No Skin Risk),0
7.3,111,6.64,37.7,Safe (No Skin Risk),0
5.93,146,12.08,23.1,Bacterial / Fungal Infection Risk,0
7.67,1105,6.51,23.5,Safe (No Skin Risk),0
8.48,922,15.56,33.1,Severe Xerosis (Dry Skin Risk),0
9.68,178,1.51,15.8,Eczema / Skin Barrier Damage,0
8.14,654,13.24,34.6,Severe Xerosis (Dry Skin Risk),0
8.95,902,16.2,37.6,Eczema / Skin Barrier Damage,0
5.04,312,13.49,26.2,Acidic Irritant Contact Dermatitis,0
7.0,455,9.99,35.7,Safe (No Skin Risk),0
4.06,545,19.01,19.7,Acidic Irritant Contact Dermatitis,0
5.6,772,6.07,23.7,Safe (No Skin Risk),0
8.72,463,0.48,41.3,Eczema / Skin Barrier Damage,0
10.45,429,8.7,41.6,Eczema / Skin Barrier Damage,0
4.64,381,0.76,28.8,Acidic Irritant Contact Dermatitis,0
6.61,985,19.08,40.2,Pseudomonas Folliculitis (Hot Tub Rash),0
9.2,653,4.28,29.1,Eczema / Skin Barrier Damage,0
5.33,532,15.8,22.9,Acidic Irritant Contact Dermatitis,0
7.61,231,15.51,22.2,Bacterial / Fungal Infection Risk,0
8.76,538,4.43,40.1,Eczema / Skin Barrier Damage,0
8.0,861,12.46,19.7,Bacterial / Fungal Infection Risk,0
5.22,266,1.06,30.7,Acidic Irritant Contact Dermatitis,0
6.31,178,9.72,30.0,Safe (No Skin Risk),0
9.09,895,0.39,35.0,Eczema / Skin Barrier Damage,0
7.6,856,18.43,28.5,Bacterial / Fungal Infection Risk,0
4.03,1178,19.52,22.4,Acidic Irritant Contact Dermatitis,0
8.95,1126,4.52,19.6,Eczema / Skin Barrier Damage,0
4.23,143,4.24,31.8,Acidic Irritant Contact Dermatitis,0
8.85,910,15.1,34.4,Eczema / Skin Barrier Damage,0
5.32,707,5.14,30.4,Acidic Irritant Contact Dermatitis,0
10.23,312,17.91,34.9,Eczema / Skin Barrier Damage,0
6.39,1069,11.52,18.8,Bacterial / Fungal Infection Risk,0
6.13,223,7.08,38.8,Safe (No Skin Risk),0
4.97,1091,16.67,30.7,Acidic Irritant Contact Dermatitis,0
5.99,1182,9.92,18.4,Safe (No Skin Risk),0
9.7,332,18.24,27.5,Eczema / Skin Barrier Damage,0
10.48,216,18.57,37.8,Eczema / Skin Barrier Damage,0
6.39,97,3.39,39.2,Safe (No Skin Risk),0
6.92,347,0.15,22.1,Safe (No Skin Risk),1
8.69,1016,19.68,34.2,Eczema / Skin Barrier Damage,0
9.76,1168,18.13,17.7,Eczema / Skin Barrier Damage,0
7.85,739,1.2,15.9,Safe (No Skin Risk),0
6.54,122,16.68,30.1,Bacterial / Fungal Infection Risk,0
6.68,291,9.21,33.8,Safe (No Skin Risk),0
8.52,835,5.25,36.5,Eczema / Skin Barrier Damage,0
4.02,936,17.59,24.2,Acidic Irritant Contact Dermatitis,0
8.03,249,4.01,15.2,Safe (No Skin Risk),1
6.31,855,18.95,27.9,Bacterial / Fungal Infection Risk,0
9.16,648,4.19,15.4,Eczema / Skin Barrier Damage,0
4.6,486,12.31,17.5,Acidic Irritant Contact Dermatitis,0
7.82,499,4.54,23.8,Safe (No Skin Risk),1
7.13,1007,10.96,26.8,Bacterial / Fungal Infection Risk,0
8.18,511,13.71,22.5,Bacterial / Fungal Infection Risk,0
4.42,409,3.89,30.7,Acidic Irritant Contact Dermatitis,0
7.77,939,10.47,16.5,Bacterial / Fungal Infection Risk,0
7.65,962,9.43,18.9,Safe (No Skin Risk),0
7.64,176,1.51,33.8,Safe (No Skin Risk),1
7.92,406,16.38,18.8,Bacterial / Fungal Infection Risk,0
8.4,951,6.78,32.3,Severe Xerosis (Dry Skin Risk),0
9.23,223,11.53,16.5,Eczema / Skin Barrier Damage,0
5.75,511,10.34,26.0,Bacterial / Fungal Infection Risk,0
9.36,693,10.31,19.8,Eczema / Skin Barrier Damage,0
7.24,788,2.23,18.0,Safe (No Skin Risk),0
4.5,576,8.53,30.3,Acidic Irritant Contact Dermatitis,0
4.38,841,9.1,40.1,Acidic Irritant Contact Dermatitis,0
6.17,959,14.7,16.5,Bacterial / Fungal Infection Risk,0
9.1,549,16.82,26.4,Eczema / Skin Barrier Damage,0
8.6,669,10.95,34.1,Eczema / Skin Barrier Damage,0
9.13,1041,1.83,27.5,Eczema / Skin Barrier Damage,0
7.36,1136,4.81,36.8,Safe (No Skin Risk),0
6.86,955,3.38,19.9,Safe (No Skin Risk),0
4.96,1073,2.58,40.9,Acidic Irritant Contact Dermatitis,0
6.13,191,7.38,25.4,Safe (No Skin Risk),0
6.82,1068,4.66,24.2,Safe (No Skin Risk),0
4.58,503,4.44,38.6,Acidic Irritant Contact Dermatitis,0
5.43,1176,1.19,30.2,Acidic Irritant Contact Dermatitis,0
7.89,310,0.45,28.9,Safe (No Skin Risk),1
8.78,499,2.15,34.6,Eczema / Skin Barrier Damage,0
10.49,144,3.53,30.7,Eczema / Skin Barrier Damage,0
10.07,201,8.68,19.4,Eczema / Skin Barrier Damage,0
8.18,390,10.26,33.2,Pseudomonas Folliculitis (Hot Tub Rash),0
6.74,473,2.9,18.6,Safe (No Skin Risk),1
8.14,891,8.55,36.8,Severe Xerosis (Dry Skin Risk),0
9.11,179,6.9,41.7,Eczema / Skin Barrier Damage,0
4.77,1195,3.75,25.2,Acidic Irritant Contact Dermatitis,0
6.66,126,0.24,27.0,Safe (No Skin Risk),1
9.46,222,9.39,16.3,Eczema / Skin Barrier Damage,0
6.49,407,13.74,15.4,Bacterial / Fungal Infection Risk,0
7.72,168,4.6,39.9,Safe (No Skin Risk),1
7.82,709,2.72,18.5,Safe (No Skin Risk),0
5.2,188,17.75,27.0,Acidic Irritant Contact Dermatitis,0
6.35,1024,5.57,37.0,Safe (No Skin Risk),0
6.17,891,4.55,39.0,Safe (No Skin Risk),0
4.17,667,17.16,29.0,Acidic Irritant Contact Dermatitis,0
4.16,485,16.36,30.3,Acidic Irritant Contact Dermatitis,0
9.41,923,9.02,33.1,Eczema / Skin Barrier Damage,0
5.77,333,9.84,41.0,Safe (No Skin Risk),0
7.37,289,4.43,31.3,Safe (No Skin Risk),1
5.94,917,1.66,30.1,Safe (No Skin Risk),0
10.11,987,11.51,15.4,Eczema / Skin Barrier Damage,0
5.69,1014,2.06,17.2,Safe (No Skin Risk),0
6.79,1088,9.04,30.6,Safe (No Skin Risk),0
9.67,828,18.82,40.3,Eczema / Skin Barrier Damage,0
9.47,1023,19.06,38.4,Eczema / Skin Barrier Damage,0
5.21,928,4.86,41.5,Acidic Irritant Contact Dermatitis,0
9.22,929,12.52,29.3,Eczema / Skin Barrier Damage,0
6.98,109,9.53,36.3,Safe (No Skin Risk),0
7.14,664,17.53,37.7,Pseudomonas Folliculitis (Hot Tub Rash),0
4.87,914,5.5,32.5,Acidic Irritant Contact Dermatitis,0
4.52,1175,0.17,24.1,Acidic Irritant Contact Dermatitis,0
8.73,510,3.33,27.7,Eczema / Skin Barrier Damage,0
7.23,130,7.06,38.2,Safe (No Skin Risk),0
6.84,569,6.38,23.1,Safe (No Skin Risk),0
8.74,700,15.85,39.9,Eczema / Skin Barrier Damage,0
8.98,778,13.64,21.2,Eczema / Skin Barrier Damage,0
5.03,765,6.06,35.2,Acidic Irritant Contact Dermatitis,0
7.97,911,9.21,32.0,Safe (No Skin Risk),0
4.88,231,2.0,35.2,Acidic Irritant Contact Dermatitis,0
8.88,177,17.97,26.8,Eczema / Skin Barrier Damage,0
8.27,384,18.71,40.2,Pseudomonas Folliculitis (Hot Tub Rash),0
10.22,1048,19.6,32.1,Eczema / Skin Barrier Damage,0
4.45,542,17.38,22.8,Acidic Irritant Contact Dermatitis,0
4.37,242,3.56,32.2,Acidic Irritant Contact Dermatitis,0
5.83,612,1.02,22.7,Safe (No Skin Risk),0
